row_from_station,fsq_id,category_id,name,latitude,longitude,rating,total_ratings,total_photos,total_tips
13,4f5ab23de4b05cfda3fda3dd,12075,Post Office,51.522709,-0.046791,6.4,0,0,
13,5b83fdde872f7d002c51fd90,13034,Two Magpies Cafe,51.513256,-0.04303,8.5,18,10,5
13,4c0d60187189c928b3e7d6b6,13352,Rama Thai Restaurant,51.521422,-0.047759,7.2,27,7,9
13,4c4ca517f5afa5930a7d4dd6,13011,Old ship,51.513393,-0.040017,8.7,44,8,3
13,4f6d29a9e4b07fa2c57240ae,13006,The Horn of Plenty,51.522709,-0.046791,7.9,58,23,13
13,4ae4b377f964a520429d21e3,10024,Genesis Cinema,51.521374,-0.051176,8.8,579,206,100
13,56f711da498e969129f21283,13016,Sweet,51.521884,-0.047111,7.1,21,16,4
13,4e81d41f29c2ff3916346b69,16010,Johnson's Lock,51.519904,-0.035956,7.6,11,14,1
13,4e981bc60aafaa1ef903df5b,13034,Mr G's Cafe,51.521494,-0.047348,6.9,8,7,8
13,520536fa11d22721eb036285,12106,Stepney Shahjalal Mosque & Cultural Centre,51.520006,-0.040838,,,,
13,54136263498e368767f5a466,13099,Tian Tian,51.521148,-0.049025,7.1,11,3,2
13,4c6967130e98a593b74f2459,16037,Shandy Park,51.520323,-0.039821,,,,
14,4ac518eaf964a52018ac20e3,13003,The Elgar Room Brasserie,51.501089,-0.177886,7.5,30,32,6
14,4dbaf2335da3ff58ec24b730,13008,Moet and Chandon Bar,51.501115,-0.17732,7.7,16,11,3
14,4ac518c0f964a5207aa320e3,13025,Bar 190,51.500248,-0.179678,7.9,26,27,7
14,4ac518bdf964a520d0a220e3,13018,The Queen's Arms,51.49927,-0.180912,8.0,273,123,57
14,4e1b1af988770d5776e3b8ad,16000,Hyde Park Pavillion and Grounds,51.502437,-0.174503,8.0,44,103,10
14,4ac518d3f964a52065a720e3,12053,The Goethe Institute Library,51.499484,-0.174006,8.2,22,17,3
14,4e7745781838f9188aa174a7,13139,Ognisko Restaurant,51.499168,-0.173832,8.5,107,79,26
14,5ec3e5df9b2c6b0007772606,13035,Guillam Coffee House,51.498915,-0.183875,9.2,47,113,9
14,4ac518d3f964a52057a720e3,10004,Serpentine Gallery,51.504628,-0.175097,9.0,502,643,58
14,4ac518daf964a520d8a820e3,13064,Da Mario,51.498714,-0.183539,8.8,569,414,154
14,4f65fbd5e4b0ce431e84619a,10031,Science Museum Gallery of Flight,51.497202,-0.17768,8.5,136,185,12
14,4beb261ff90e9c744480e3ed,10024,The Science Museum,51.497193,-0.177868,8.5,255,204,17
14,4ac518def964a520a5a920e3,13199,Memories of India,51.499129,-0.183928,7.5,35,26,8
14,5a79cf23772fbc2908b19eda,13035,Hjem,51.499114,-0.185402,8.7,62,131,6
14,4ac518c4f964a52088a420e3,13009,Brunello Restaurant,51.501585,-0.184636,7.4,18,10,6
14,4ac518cdf964a520e9a520e3,10031,Science Museum,51.497463,-0.174408,9.1,5511,4615,440
14,4ac518d6f964a5203ba820e3,13000,Launceston Place,51.499114,-0.185402,8.6,102,84,30
14,4ff96e9ee4b0211bc39cb3e5,13035,Fait Maison,51.498046,-0.183944,8.4,544,1600,123
14,4b7edde8f964a520630530e3,10031,The Dana Centre,51.497141,-0.178999,7.9,39,21,4
14,4ac518cdf964a520e8a520e3,10031,Natural History Museum,51.496442,-0.176585,9.2,7336,7902,613
15,4ae39a3ef964a5202e9721e3,13018,The Eleanor Arms,51.535061,-0.033123,7.7,32,136,23
15,4c59651904f9be9a211def60,17002,The Peanut Vendor Coffee Project,51.535446,-0.03417,7.9,48,13,6
15,4d320d22b60937046cbaf2df,13006,The Lord Morpeth,51.534347,-0.035757,8.6,76,11,17
15,4c632bda79d1e21e72fcd715,16009,Hertford Union Canal,51.534809,-0.036299,8.2,10,20,2
15,4d5ea7d55c39b1f7404dee49,10000,Minestrone of Sound,51.535061,-0.033123,,,,
15,633990e868154c1f51142160,13051,Chipping Wharf,51.535078,-0.032746,,,,
15,543a9817498ef7b662874fbb,17076,Vinarius,51.532568,-0.030889,8.3,44,3,9
15,5c4c50a925fb7b002c16c822,13034,The Hub Cafe,51.537722,-0.035255,7.7,15,17,2
15,4fa68b0be4b0fed4829e213a,17089,Snap,51.532128,-0.034638,8.2,12,2,3
15,5016a8d8e4b0b960192695e6,16032,St Stephens Green,51.534373,-0.034001,,,,
15,5828caa7165d973540c1eccc,13064,Vicolo Romano,51.531785,-0.03503,8.7,28,16,10
15,551bcc88498eb7254704cda9,13034,Dear Deer Cafe,51.532281,-0.032437,7.4,9,5,
15,584becec109dfe7d5c4bf2dc,13034,Mae + Harvey,51.531781,-0.035124,8.6,79,67,24
15,535a787b498ee5d3746fa4d9,15031,St Stevens Medical Center,51.534343,-0.032279,,,,
15,58b80f1652a05137488f9895,13034,Cafe East,51.531854,-0.034713,7.7,22,21,7
15,526a3e9711d20b5687177858,15016,St. Stephen's Health Centre,51.533654,-0.034348,,,,
15,55088dc9498e88e3990217c7,13356,Sultan Sofrasi,51.534013,-0.026436,8.2,36,14,7
15,4d8dba911d06b1f7a14f373b,13034,Mono London,51.53291,-0.030497,6.7,8,4,3
15,4d2f0ec194013704c1a9ebda,12080,Idea Store,51.532512,-0.029732,7.1,9,6,3
15,5291f964498ed70bf391a86a,13035,Costa Coffee,51.53276,-0.030222,6.7,5,0,
16,5555d73f498eba1d92b0bd0a,13002,Briki,51.526386,-0.108295,8.6,388,84,68
16,4b1abecff964a520d7f023e3,13064,Santore,51.526321,-0.108518,8.4,385,133,82
16,5db438898813f20007ff3b1b,13006,Mikkeller Brewpub London,51.525966,-0.109192,9.0,58,145,9
16,5777b7f6498ec5cc16dce198,13302,Berber & Q Shawarma Bar,51.525988,-0.108721,8.5,176,59,36
16,4c7fc0941415b713dd39035d,13347,Morito,51.525812,-0.109011,8.4,402,143,108
16,4ac518d5f964a520f0a720e3,13302,Moro,51.525863,-0.109071,8.3,278,128,64
16,4bd6e9305631c9b6fa8ca630,16032,Myddelton Square,51.530052,-0.108537,8.3,18,89,4
16,564732a838fac54944b78212,17056,Botanique,51.526129,-0.109185,7.8,8,13,
16,4cea7755f1c6236a31d36af0,13002,Gail's,51.525966,-0.109192,7.9,225,169,44
16,59997360603d2a7019cd5086,13000,The Great Chase,51.528831,-0.104517,8.4,10,4,4
16,4acdcd0ef964a52011cd20e3,17065,Exmouth Market,51.525863,-0.109071,8.7,408,251,73
16,54134a4f498e509e027082c7,13003,Bourne & Hollingsworth Buildings,51.525509,-0.107363,8.1,300,109,47
16,50da842cc84c4c57279457da,17000,Present & Correct,51.530109,-0.106121,8.8,41,19,4
16,4b21501df964a520003a24e3,13006,Exmouth Arms,51.525782,-0.10967,8.2,379,180,53
16,4bffb0f0daf9c9b6c886faef,13054,Moro Market Stall,51.525666,-0.109832,7.9,18,5,3
16,4b7e8b1bf964a520eef12fe3,13355,Caravan,51.525546,-0.110089,8.6,1047,467,275
16,4bbdd705a0a0c9b6010b1c0f,16032,Spa Fields,51.525462,-0.1084,7.6,64,134,16
16,527cf7d711d278b261650ba5,17059,Turner & George,51.530392,-0.105858,8.9,55,41,11
16,4ad760b6f964a520ea0921e3,13018,The Easton,51.526358,-0.111243,7.6,150,78,36
16,564a1397498eafe198d60465,13064,Pizza Pilgrims,51.525546,-0.110089,7.8,113,36,22
17,4ac518d1f964a520dba620e3,16032,Grosvenor Square,51.51152,-0.151405,9.1,345,891,26
17,4b7a924ff964a520ad312fe3,13035,H R Higgins,51.51307,-0.150647,8.6,188,373,41
17,63336efaca7a9a669cffab80,13263,Koyn,51.511467,-0.149056,8.9,14,40,3
17,4ac518c4f964a5205da420e3,13013,Claridges's Bar,51.512598,-0.148003,9.1,209,112,32
17,607ad41124c8ae0286d10947,13035,Attendant,51.513866,-0.150988,8.8,32,117,4
17,521209e311d2ac3f5ea4f1c0,13148,North Audley Cantine,51.512404,-0.153341,8.9,1322,4088,279
17,61129aa3e3cdb17be6c6513f,13036,Afternoon Tea at Claridge's,51.512667,-0.147686,8.8,13,68,2
17,59c25d4075a6ea6fba4552a6,13065,Joe & the Juice,51.513936,-0.14948,8.9,48,75,6
17,50c4e405498eb4ce47af2f04,13016,The Foyer and Reading Room,51.512671,-0.147592,9.1,89,138,16
17,560ad218498e49597dbbef59,10000,Burger & Lobster,51.513963,-0.150692,9.0,723,951,127
17,4ac518c6f964a520f8a420e3,13009,The Coburg,51.510195,-0.149646,9.3,58,26,11
17,5311ffee498e912f98e8e9aa,13263,Roka,51.512828,-0.153542,9.0,538,723,110
17,5980dbf30ff4f9479f731d60,13148,Jean Georges,51.510482,-0.149288,9.0,132,394,27
17,6343343b88650f146518a6d3,13035,1/2 Million,51.514033,-0.150886,8.5,35,288,4
17,5a72185f75a6ea548414250a,13073,34 Mayfair,51.510445,-0.152425,8.9,423,1389,90
17,4bc466bf920eb71373a41e2c,13013,Connaught Bar,51.510135,-0.149774,9.1,440,282,85
17,55a56f2d498e6c5476be4b0e,13051,The Mayfair Chippy,51.513166,-0.153245,8.7,206,270,42
17,4ac518e1f964a52073aa20e3,13064,Delfino,51.510034,-0.148462,9.0,564,818,126
17,4ac518d8f964a52085a820e3,13338,Scott's,51.50992,-0.150912,9.3,748,1288,173
17,5cb044142be425002c5682b4,13059,Joe & the Juice,51.513427,-0.153452,9.2,463,4077,72
18,4b3b5363f964a5207e7225e3,13018,The Phoenix,51.488651,-0.162635,7.9,82,56,11
18,60d0acb6651da929350cfbb8,13034,Knoops,51.489333,-0.163796,9.0,17,75,3
18,4eda4d650e011b46ee424798,13046,Amorino,51.48936,-0.163669,9.1,203,183,43
18,584056722a1982460a750bcb,17060,Venchi,51.489115,-0.164275,9.2,128,124,18
18,4f04597be5faf0bb0bdcfcc6,13065,Joe & the Juice,51.489425,-0.163447,8.7,290,424,57
18,4b0982b5f964a520801823e3,13236,Ziani,51.487587,-0.164562,8.2,62,11,10
18,5be5c2ca4aa3f8002cf0ddad,13002,Maitre Choux,51.48966,-0.163029,8.2,31,35,4
18,4dd56b1d6365d68ffa75f789,13018,The Surprise,51.486313,-0.162863,8.0,73,55,11
18,4b9abefff964a52004d235e3,13263,Benihana,51.48906,-0.164309,8.0,116,120,30
18,4b9f6e47f964a520352237e3,17018,Waterstones,51.488891,-0.165602,9.1,85,41,10
18,4ac518d6f964a5201da820e3,13148,Restaurant Gordon Ramsay,51.485376,-0.162059,8.5,193,229,65
18,580b4acc38fa6db87715a3ee,17069,M&S Foodhall,51.488563,-0.164519,7.4,8,2,
18,4ad0a473f964a520e5d820e3,13145,Pret a Manger,51.490253,-0.161937,8.2,279,73,21
18,5bad2872666116002c429f44,13263,Sticks'n'Sushi,51.488617,-0.165676,8.2,61,73,7
18,546e119d498ee9dee93bd596,13036,T2,51.490749,-0.161727,8.3,39,8,12
18,4b8001fff964a520554a30e3,17033,Marks & Spencer,51.488875,-0.164788,7.4,107,10,6
18,4ac518d3f964a5206aa720e3,10030,National Army Museum,51.486325,-0.160293,7.4,75,100,18
18,4b2d10e0f964a5207fcd24e3,13039,Partridges,51.490537,-0.160483,8.3,167,121,29
18,4ba4eb0ff964a520e9c238e3,17043,Anthropologie,51.488085,-0.16664,8.9,118,82,8
18,55e9b93a498edabc9d0cc01e,13145,Itsu,51.490132,-0.162193,7.4,81,41,5
19,4ccd402fee23a14388b824a8,17069,East London Food Centre,51.513696,-0.048804,7.0,18,1,3
19,5b83fdde872f7d002c51fd90,13034,Two Magpies Cafe,51.513256,-0.04303,8.5,18,10,5
19,4ac518eaf964a520f4ab20e3,10037,Troxy,51.512777,-0.044054,7.3,312,490,29
19,4f7dd796e4b02c414404c53a,17035,Boots Pharmacy,51.513585,-0.050062,6.1,3,0,0
19,4db1cc536a231f2e4a72396b,16032,Arbour Square,51.514637,-0.048322,,,,
19,4ac518c3f964a52044a420e3,13018,The George Tavern,51.51432,-0.05291,7.5,113,63,15
19,5697a1ac498e081cd62fcea0,13034,Yurt Cafe,51.51211,-0.04089,8.3,63,59,13
19,4e3d290c1838cb1b82ec18cb,11002,Stepney City Farm,51.51708,-0.043354,8.8,112,100,18
19,4dd680fd1838b8561cce769e,16039,Stepney Green Park,51.517888,-0.046982,8.2,26,13,3
19,4c4ca517f5afa5930a7d4dd6,13011,Old ship,51.513393,-0.040017,8.7,44,8,3
19,4c4aba475609c9b633d01a90,12075,Post Office,51.513072,-0.043508,6.1,4,1,2
19,4bb89e1d3db7b713616b219a,16032,King Edward Memorial Park,51.509042,-0.048894,7.5,54,64,2
19,4c48cb3e3013a593d822dee1,13051,Docklands Fish Bar,51.513072,-0.043508,6.1,10,2,5
19,584821e7a55db0288eae9e6a,13006,The Craft Beer Co,51.512627,-0.040209,7.8,64,251,7
19,53afed1c498e7d85f52a3d7a,17069,Wapping Market,51.507852,-0.051266,9.1,35,31,10
19,5140db5ee4b04a2adea4f76e,17029,Sainsbury's Local,51.512892,-0.042702,5.8,12,0,
19,4ccd4950511b236aff9df6c9,17028,Screwfix,51.510621,-0.045094,5.7,9,0,1
19,587ba42924ca6a29fc0989bc,13356,Kirvem,51.51279,-0.037821,8.7,23,13,6
19,533f18f0498e8a823bf83e1c,13099,Shan Shuijian,51.512662,-0.040646,6.7,28,7,7
19,4bcad735cc8cd13a6b62becf,16032,Stepney Green Gardens,51.518248,-0.046214,7.1,12,6,1
20,4fc4dec6e4b0ff36cf6971d4,13002,Maroush Bakehouse Earls Court,51.493442,-0.194428,8.2,110,68,27
20,56156017498e1064ac9a5d02,13064,Franco Manca,51.49292,-0.194012,8.9,172,53,28
20,4b9ff396f964a5201d4d37e3,13099,Kappa,51.493288,-0.194247,7.9,53,36,12
20,4b1abec0f964a520d3f023e3,13352,Addie's Thai,51.493754,-0.194697,8.2,214,103,64
20,4b6adc20f964a520dae32be3,13199,Masala Zone Earls Court,51.493083,-0.194005,8.0,178,115,55
20,507322bce4b05a5a7b06b328,13064,Giorgio's Pizzeria,51.493578,-0.194986,7.7,21,18,9
20,4c391fd1a52cb71364885f26,13145,Star Kebab House,51.493578,-0.194986,7.6,20,10,8
20,4c681fa9e75ac92843d7fbda,13298,Orjowan,51.492882,-0.193669,7.6,55,31,20
20,4b7c55a0f964a520fc8c2fe3,13236,Zizzi,51.492749,-0.194207,7.3,108,67,27
20,4b1fa2eef964a520922724e3,13065,Nando's,51.492595,-0.194026,7.5,115,104,34
20,4ae760f0f964a520caaa21e3,13018,The Kings Head,51.493372,-0.192456,8.1,109,96,29
20,58959f45b3cdc863e9f77764,17071,Over Under Coffee,51.492322,-0.192909,8.1,144,179,33
20,58691184f595727325554072,13099,Sichuan Chef,51.493221,-0.193372,7.5,21,13,6
20,570a87b0498e6e5b96304c61,13032,Caffè Nero,51.492245,-0.193414,7.9,40,45,13
20,4fed72b5e4b0eb75846d78ed,13009,Bar & Lounge,51.492319,-0.195292,7.2,12,8,3
20,4c925ed41adc37040dfb37d1,13352,Siam Garden,51.492857,-0.193043,7.6,72,39,23
20,4c44bc3b429a0f479329491e,13236,Bistro Benito,51.493788,-0.195134,6.7,33,23,14
20,4c4c4b71f7cc1b8df79f1c41,16032,Nevern Square,51.492424,-0.19651,7.7,36,49,3
20,4fd6183cc2ee729336b888c9,13145,Pret a Manger,51.492095,-0.193139,7.7,112,57,17
20,4bf7ce274a67c928112a24cf,13146,Filipino Restaurant Lutong Pinoy & Ihaw - Ihaw,51.492793,-0.193265,6.9,47,43,15
21,4ac518cdf964a520cca520e3,10037,The Lexington,51.531702,-0.111473,8.3,553,307,75
21,5363e078498edd00c571a622,13006,The Three Johns,51.532948,-0.109065,8.9,278,200,41
21,54293665498e82f0e3cc82ea,13035,Saint Espressō,51.532042,-0.107601,8.2,247,220,45
21,53a2dbb6498edd040c594f7b,13007,Smokin' Aces,51.533376,-0.109171,8.0,14,8,3
21,5765a852498e4c55fbd7155e,13302,Liman Restaurant,51.533495,-0.111298,8.7,81,53,19
21,4bd6e9305631c9b6fa8ca630,16032,Myddelton Square,51.530052,-0.108537,8.3,18,89,4
21,4b6c6fe8f964a520173a2ce3,13199,Indian Veg,51.53326,-0.110525,7.9,120,35,30
21,4c653793e0c4be9a4e798758,13199,Delhi Grill,51.533586,-0.109319,8.0,192,53,56
21,55452287498e22de471f0967,13379,The Little Viet Kitchen,51.533512,-0.110921,7.9,112,46,19
21,4c0b6c36bbc676b0828c4bd5,17065,Islington Farmers' Market,51.533594,-0.10913,7.7,49,48,8
21,4ad073c4f964a52016d820e3,13236,Alpino,51.533234,-0.11109,7.7,37,23,15
21,56327a0a498ea61be9a07907,13356,Terrace Restaurant,51.533479,-0.108101,7.9,14,7,5
21,50da842cc84c4c57279457da,17000,Present & Correct,51.530109,-0.106121,8.8,41,19,4
21,527cf7d711d278b261650ba5,17059,Turner & George,51.530392,-0.105858,8.9,55,41,11
21,4afd6dc2f964a520c32722e3,13276,Sasa Sushi,51.531521,-0.105995,7.8,100,45,32
21,4eb82717d3e3644ca75c9559,13098,Little Georgia,51.534252,-0.111295,8.1,166,70,36
21,57d327e7498ee4d35b3b7382,13018,The Islington Town House,51.533688,-0.106886,7.8,53,36,11
21,5b86c4a646e1b600394ff7a4,17073,Oseyo,51.533796,-0.107083,7.7,22,6,4
21,4b263e82f964a5207f7924e3,10004,Candid Arts Galleries,51.53215,-0.105245,7.7,17,15,2
21,56391d85cd10d4999e62f735,17076,Made in Little France Independent Wine Merchant,51.53034,-0.105797,7.6,14,6,8
22,4fff2f2be4b021eb8bd46296,13099,Mailinda,51.497026,-0.022989,7.1,15,3,3
22,5864041d3bd4ab627ce0c719,17069,Tian Tian Oriental Supermarket,51.497629,-0.019236,8.0,10,6,2
22,4bf4ed5c2d62952165326058,18067,Docklands Sailing & Watersports Centre,51.494246,-0.024684,8.6,21,41,5
22,5643c7f6498efe50408f2392,17069,Co-op Food,51.498139,-0.021122,6.5,6,1,
22,4c28da2c9fb5d13a76379a57,10000,Pepper Saint Ontiod,51.496269,-0.018235,8.0,147,169,37
22,55b53908498e1bf8d59f5e15,13099,China Town,51.498057,-0.02529,6.3,31,15,3
22,4bf94c305317a5931300017f,16032,Sir John McDougal Gardens,51.497022,-0.026653,7.9,22,42,2
22,58ac7b436431e5283d7c0286,13310,Bōkan,51.50112,-0.023331,8.8,174,156,32
22,2ddec484945e4fb0e8706f43,17069,Co-op Food - Isle of Dogs - Cassilis Road,51.498814,-0.021716,,,,
22,56f39d4a498e16f52cb55eb4,11121,Candy Shell,51.498874,-0.025158,,,,
22,50ca02c1245f2d4aa8c2b7ce,13000,Cinnamon Restaurant and Bar,51.500902,-0.019803,7.6,12,20,4
22,4b81b17cf964a5203eb830e3,13199,Bengal Quay,51.501253,-0.020413,7.4,26,17,10
22,5b76ce4a018cbb002ccd405e,13034,Neama,51.501202,-0.023922,7.5,11,5,6
22,4ba3b421f964a520585638e3,13018,The Tooke Arms,51.498156,-0.025504,5.6,8,2,5
22,4ec003c330f82a2e1339443b,13383,Goodman Canary Wharf,51.501347,-0.018342,8.5,213,160,46
22,4bfda7f78992a5936e75acb0,17069,Tesco Express,51.497706,-0.018731,5.7,26,5,3
22,4ccf122597d0224b38546fb8,13064,Firezza,51.496286,-0.015479,7.6,26,14,7
22,53d6483d498e5bc57a14a265,13145,Pret a Manger,51.499135,-0.015847,7.7,37,9,4
22,4c6d39f9c7edb7133e7514e7,13145,Pret a Manger,51.500915,-0.019521,8.1,69,49,4
22,4d68fffac16554816226e681,13013,Executive Lounge Hilton,51.501197,-0.019257,7.4,22,35,3
23,4ac518e7f964a52053ab20e3,10037,Palace Theatre,51.513123,-0.129642,8.8,368,747,38
23,57755494498e03e651737bf0,10000,Harry Potter and the Cursed Child - Parts One and Two,51.513175,-0.129702,9.1,286,503,24
23,4ac518e7f964a52057ab20e3,10037,Prince Edward Theatre,51.51361,-0.130811,8.9,475,666,60
23,4ac518edf964a520c8ac20e3,17018,Foyles,51.514193,-0.129907,9.4,1503,613,191
23,5a848e0b89b06a31d34751d2,13006,BrewDog Seven Dials,51.513381,-0.128753,8.8,202,421,23
23,4ac518b9f964a520baa120e3,10032,Ronnie Scott's,51.51331,-0.131451,9.3,718,594,135
23,563260a3498e59d235628e04,13072,Hoppers,51.513567,-0.131753,8.8,483,221,106
23,560d0db9498e57efd528f261,13002,Fabrique,51.513394,-0.12847,9.0,199,125,43
23,4b82904bf964a5207ad830e3,17000,Fopp,51.513672,-0.128301,8.8,253,96,36
23,500589dfe4b03bef973ee81e,13031,Burger & Lobster,51.513494,-0.132164,8.9,1963,1931,415
23,4ad0a35bf964a520e1d820e3,17076,Milroy's of Soho,51.514778,-0.131292,9.1,117,132,25
23,5f6e20d55ce930743e1875f2,13000,Noble Rot Soho,51.514889,-0.131224,9.0,36,25,7
23,53ab1342498e51d2627214f3,13383,Flat Iron,51.515075,-0.129554,9.0,859,470,184
23,5741ea2a498e3889a3b1aa78,13046,Udderlicious,51.513604,-0.127426,9.3,214,169,45
23,559e2de1498e3287c87cbae1,12097,Soho House 76 Dean Street,51.513942,-0.13299,9.3,525,167,46
23,61ba21b0ae78793beb3c53cc,13035,WatchHouse,51.512898,-0.127489,9.3,76,237,8
23,501d1b63e4b035a2200fd19e,13031,Honest Burgers,51.513403,-0.132952,8.7,1955,832,499
23,54a2dfc7498ed55021c7edd7,13002,Pierre Herme,51.513399,-0.127184,8.8,72,84,14
23,4ad09ceff964a520bdd820e3,10026,Prince Charles Cinema,51.51148,-0.130091,9.2,502,395,77
23,50b10c8ce4b0ed6fa935ac0c,13009,Opium Cocktails & Dim Sum Parlour,51.511744,-0.131396,8.7,613,324,132
24,5653418e498e5b9502b95888,13035,Jimmy and the Bee,51.526322,-0.100274,8.8,102,21,20
24,59314b16002f4c0957c60938,13263,Tanakatsu,51.530355,-0.101941,8.7,83,36,18
24,4d88a6d2f607a093f54ada86,13035,Berni's Sandwich Bar,51.529572,-0.102509,7.9,14,1,4
24,59997360603d2a7019cd5086,13000,The Great Chase,51.528831,-0.104517,8.4,10,4,4
24,4b50e0fcf964a5209f3627e3,13051,Fish Central,51.527542,-0.097241,8.1,89,48,26
24,4b715263f964a5200d412de3,12080,Finsbury Library,51.526452,-0.104499,7.8,8,3,0
24,4acda5c6f964a52080cc20e3,13035,Goswell Road Coffee,51.525599,-0.099523,7.8,247,145,55
24,4f74b1a6e4b0f06c04c51ae2,12009,Food at 52,51.526657,-0.096497,8.2,9,13,
24,4ac518bdf964a520afa220e3,13003,The Peasant,51.525725,-0.103843,7.7,136,62,25
24,527cf7d711d278b261650ba5,17059,Turner & George,51.530392,-0.105858,8.9,55,41,11
24,50da842cc84c4c57279457da,17000,Present & Correct,51.530109,-0.106121,8.8,41,19,4
24,5693a6bd498e604b3da2ac77,13034,Dragonfly,51.524485,-0.102582,8.3,77,14,19
24,4ad9b593f964a5207d1a21e3,10004,Victoria Miro Gallery,51.53035,-0.094982,9.0,154,192,17
24,4ac518c5f964a520e2a420e3,13018,Charles Lamb Pub,51.531985,-0.101773,8.0,188,61,53
24,56391d85cd10d4999e62f735,17076,Made in Little France Independent Wine Merchant,51.53034,-0.105797,7.6,14,6,8
24,55954c8f498e5f6dca3e8506,16009,Regent's Canal,51.533,-0.099689,9.4,127,181,4
24,55a3d418498e2b2b95d79f91,13034,Duncan Terrace Cafe,51.53174,-0.104762,8.0,10,1,1
24,514b0dc2e4b06366e4b9b2f7,16032,Graham Street Park,51.532077,-0.098603,7.7,9,14,
24,58494fc83493552534076411,13306,Breddos Tacos Clerkenwell,51.523692,-0.098726,8.5,244,102,64
24,4e765a4cb0fb9680339ab68b,16041,Brewhouse Yard,51.523929,-0.10173,7.8,8,27,1
25,4ac518c4f964a5205ba420e3,10032,Annabel's,51.509132,-0.146903,9.1,244,364,25
25,5028d6e5e88907e1c5a3717b,10004,Phillips,51.510476,-0.147094,9.4,128,141,3
25,5841d04f9850a03d834e3dce,13199,Jamavar,51.510363,-0.148353,8.9,271,295,61
25,4bfa6d138f32ef3bc5e004aa,16041,Berkeley Square,51.509668,-0.145845,8.8,338,649,40
25,5ce7fcd100b068002d2aa51f,13047,Marchesi 1824,51.509974,-0.14859,8.7,116,512,16
25,4ac518e1f964a52073aa20e3,13064,Delfino,51.510034,-0.148462,9.0,564,818,126
25,50293ef5e4b0ca628ae675e6,17076,Hedonism Wines,51.510668,-0.147618,9.3,247,351,44
25,5980dbf30ff4f9479f731d60,13148,Jean Georges,51.510482,-0.149288,9.0,132,394,27
25,4ac518bff964a52047a320e3,13199,Benares,51.509879,-0.144801,8.7,281,155,86
25,4ac518c6f964a520f8a420e3,13009,The Coburg,51.510195,-0.149646,9.3,58,26,11
25,4bc466bf920eb71373a41e2c,13013,Connaught Bar,51.510135,-0.149774,9.1,440,282,85
25,5da49c7799426300083cc732,13343,Amazonico,51.509558,-0.144721,8.8,333,2869,45
25,4affed13f964a5204b3a22e3,16039,Mount Street Gardens,51.509309,-0.150093,9.4,118,335,12
25,5f9ae3e37bedd9494d7bb53c,13002,The Connaught Patisserie,51.510024,-0.149841,9.1,104,684,15
25,61f009cdba855b11cfaadb9d,13034,Lalï,51.510606,-0.145458,9.0,102,612,19
25,4c385f5218e72d7ff92e18f5,17048,Christian Louboutin Mount Street,51.509938,-0.150535,8.9,54,23,7
25,4cf9619bee9cb60c7bc883ad,13072,Hakkasan Mayfair,51.510311,-0.144813,9.0,2026,2983,423
25,519133a7498e6e48d1dafb24,10000,Mr Fogg's Residence,51.509854,-0.144175,9.1,627,394,108
25,4ac518d8f964a52085a820e3,13338,Scott's,51.50992,-0.150912,9.3,748,1288,173
25,5f36748d579aa609b0b02ed8,13034,Queens of Mayfair,51.50727,-0.147393,8.7,31,155,6
26,4df214cf88772e1f814dd96b,13035,Giddy Up Coffee,51.521991,-0.093293,8.6,92,27,19
26,4cd160ed06b54688e33ee094,13054,Sunny's Olive Tree,51.525487,-0.091347,7.9,18,1,6
26,4baa0d04f964a520b0463ae3,13145,Luardos,51.523253,-0.092891,8.9,54,17,14
26,4b20fb61f964a520c73524e3,17069,Waitrose,51.522206,-0.092155,8.3,244,47,24
26,4af45b0af964a5209ef121e3,13035,Fix Coffee,51.523287,-0.093328,8.6,299,190,62
26,4ac518d3f964a5204da720e3,10037,Barbican Centre,51.51974,-0.094021,9.3,2018,2468,156
26,4f3be67f6d860dd7f857480f,13003,The Jugged Hare,51.520854,-0.092153,8.1,504,328,84
26,4ac518eef964a52021ad20e3,13065,Whitecross Street Market,51.523253,-0.092891,8.9,811,464,136
26,5996daffa423622ec96d0e2d,13145,Beijummy,51.522881,-0.092751,7.9,19,16,5
26,4c1cd32bb306c928426b64b7,10004,Barbican Art Gallery,51.5198,-0.093893,8.9,317,306,26
26,4c56b31130d82d7fd409d862,13065,Hoxton Beach Falafel,51.523253,-0.092891,8.2,22,5,8
26,53ba9a59498ed1821540080c,13032,The Salad Kitchen,51.523672,-0.093185,8.6,39,11,9
26,4ac518e7f964a52040ab20e3,10037,Barbican Theatre,51.519882,-0.093294,8.8,239,231,23
26,4c937119418ea1cdbf63ad85,10037,Barbican Concert Hall,51.519638,-0.093901,9.0,223,335,18
26,4bf7edc04a67c928825c24cf,10037,Barbican Conservatory,51.520143,-0.093502,8.5,121,243,23
26,4bcef39bcc8cd13a480ec5cf,13002,Original Bagel Bakery,51.522451,-0.097409,8.3,13,4,3
26,5240934411d26ab2fe919a2d,10026,Barbican Cinema,51.519758,-0.093645,8.0,42,21,4
26,4bfc120cda7120a1a38549fd,13302,The Iskele,51.523972,-0.093736,8.2,171,81,37
26,4bbf352430c99c74bdc35411,10004,The Curve,51.519651,-0.093618,7.9,68,105,2
26,4ad2f6dff964a520e7e220e3,12080,Barbican Library,51.519638,-0.093901,7.9,29,27,7
